tweets,polarity
malah dia pernah cerita pas tingkat 1 dia pernah ngoding bikin game simple pake ai gitu,0
setiap gua liat ai art di tl maka setiap saat itu juga gua ingin bunuh diri lalu dikubur dengan kain canva alis stop pake ai art and pick up the damn pencil.,2
itu maksudnya dilarang make art dia buat ngelatih ai pernah jadi korban diaa,2
*tmi anak informatika yg pas itu blom tau gpt ygy,1
bisnis dengan prospek bagus di 2025 meliputi ai seperti cybersecurity dan generative ai karena pertumbuhan tinggi dan permintaan pasar. bisnis berkelanjutan seperti energi alternatif dan penangkapan karbon juga menjanjikan didukung fokus li,1
chat gpt ngebantu bgt ya buat nysun text buat lamar kerja wkkw,1
byk tp gk semua. bs diatasi dg cara km tdur dulu dan bangun dini hari buat kerja misal gk smpe gk dipertimbangkan. cuma kl skill nanggung tuh gk kompetitif semua yg berhubungan sm ai itu sekarang prospek,0
gue udah di tahap doyan chatingan sama chat gpt,1
namanya juga grok mbak.. grok sekali masih micro sleep grok berkali-kali jadinya grok grok grokk.. engga nyaman. meta ai juga dongok keknya cuma lulusan sekolah kejuruan. bisanya kasih rekomend,2
ai generated videos makin lama makin alus dan susah dibedain. kudu waspada banget.,2
yes because it generates pictures. i was there when that happened. yg aku coba point out di tweetku adalah untuk ngebedain ai in general dan ai yg spesifik in this case the generative ais,0
emang gitu cara kerjanya. udah bukan teori lagi tapi kejadian. makanya kemarin sempat banyak seniman yang protes karena notice art style/concept art mereka digunain sama ai.,2
ahahsgsahaajsh chat gpt clocking you,1
ai di personalisasi marketing lagi booming banget! generative ai bikin konten cepet predictive analytics tebak kebutuhan pelanggan sampe omnichannel bikin pengalaman konsisten. contohnya starbucks pake ai buat tawaran spesial netflix kasih,1
wahh ai art wahh,2
padahal tung tung sahur kan ai anomali paling jelek banget nggak kreatif juga. seharusnya support human artist kek,2
kantor gue ngeblokir akses ke semua agen ai. chatgpt gemini claude dll. pure bertumpu ke programmer programmernya pusing nyari assistant buat ngoding,0
sebenernya aku pribadi masih ada rasa takut dg kegagalan tunangan di tahun sebelumnya. cm berusaha denial aja &amp; berharap masih ada orang yg jujur.. tp after ketemu chat gpt ini jd makin takut &amp; trust issue ku makin2 rasanya,2
master in engineering - chemical engineering universiti of cambridge banyak kerja sebagai internship selama 3-4 tahun. aku rasa lepas ni dia menganggur . atau buka bisnes je . bagi aku universiti dekat dunia memang job market diperlukan majikan kapitalis dalam ai.,0
mau nanya jg mas kira2 untuk kbtuhan ngoding/ngoprek2 seperti llm gt lbh enak pakai ai apa ya yg lbh ok? kbtulan dari kantor bru nyediain copilot tapi kadang klo uda dipake kerja bareng dngn handling task2 berat suka halu claude?gpt? or anythin,0
kalo ngajarin ngoding buat nyiptain ai (biar anak-anak imphnen semangat belajar ngoding lagi) okelah cuma masalahnya dia aja cuma ngerti prompting doang basic ngoding aja gabisa,0
agak keselnya tuh kaya ko lu bisa lakuin hal itu ketika regulasinya masih abu-abu &amp; tanpa mikirin moral ke creatornya langsung ini yang gua permasalahin cuma generative ai yang dipergunakan secara ga bertanggung jawab yee. kalo ai lain mun,2
yaudah lu brrti nyalahin gibran nya dong bukan orang yang pro ai gimana si lu ngelakuin generalisir ke orang yg pro ai dan disamakan dengan pendukung pragib aja udah ga make sense kalo argumen lu seputar generative ai aja.,1
btw jdi bawa2 palestina ini. pernyataan lu sebagai bentuk perlindungan kan? belajar lagi terkait pandangan hukum pandangan agama terhadap pembelaan diri karena mengancam nyawa kalo males tinggal tanya chat gpt,2
kurang setuju sama statement ini gua suka ngoding dengan tangan gua sendiri dan cukup anti dengan ai yang ngoding buat gua penggunaan ai buat gua cuman sebatas untuk nanya ketika ada suatu problem,2
gen ask apakah using ai (generative ai) utk konsumsi pribadi considered unethical juga? atau hanya kalau used for commercial and formal sector (government institution etc)? seperti halnya tracing dan plagiasi (?) pls enlightenment me,0
kenapa suka ngobrol sama tembok bang? mendingan ngobrol sama gpt. ‚äçô∏è,1
aku juga baru tau dia ai-assist wkwk styleny emng kek ai bngt sih tapi mulus bngt jir semua art dia ga keliatan klo inconsistent mana dia jual buat nsfw patre0n lgi,2
bayangin kuliah 4-5 tahun di binus jurusan computer science setelah lulus malah jadi full time youtuber dan gelar kuliahnya cuman jadi pajangan. terus sekarang denger kabar ai udah jago ngoding sehingga lapangan kerja software engineer semakin langka. kuliah 4-5 tahun jadi,0
always proud of my campus yg gamau pake ai for art sampe dibikin tim mahasiswa sendiri yang ngurusin akun sosmednya next gmn kalo kalian stop bikin peraturan larangan queer ppl bjir,2
aku pernah dimaki sama chat gpt.,2
pake chat gpt di jaman sekarang sama kayak pake brainly di jaman jaman smp wkwkw,1
betul tools akan tetep jd tools in the end sama lah kek di dunia tech ai kepake banget tuh untuk bantu ngoding tapi tetep kan butuh arahan dari kita design sistemnya mau gmn etc. nah fufufafa ini mana ngerti ke arah sana yg dia tau ai itu ya pro,0
bro pikir savage padahal tolol giliran di tanya paham cara kerja ai malah fokus ke konteks yg lain,0
kemarin itu lewat di tl yg pake chat gpt san orang padang,0
bener gue full ai soalnya gue lagi males dan otak gue gamau kerja,0
yg pake generative ai kontol,2
iya pak masih ketinggalan. apalagi dalam konteks kita di indonesia dimana profesi artistik masih sering dikelas duakan. generative ai bakal exacerbating masalah yang sudah ada.,2
menurutku menggunakan ai untuk membuat gambar itu sah-sah aja apalagi kalau tujuannya buat edukasi. teknologi itu diciptakan untuk membantu manusia termasuk dalam hal visualisasi ide. selama kita nggak mengklaim karya itu 100% buatan,1
negara lain udh pake robot ai pengganti guru kenapa situ masih ngajar di sekolah buku kalkulus lanutan?? dungu biar mikir,0
cerita ke chat gpt adalah jalan ninjaku,1
sekarang nyari kerja bukan lg dipersulit sama umur tp dipersulit sama persyaratan bisa menggunakan ai untuk generate image . najis.,2
starting a day without ai gw pure pakai ai baru dari 2023 aja kayaknya dan sudah mulai jenuh karena tetep lebih sering ngoding sendiri haha. tapi gak munafik ya ada kerjaan yang tetap tak kasih ke code ai. nah untuk hari tanpa ai itu sebenarnya s,0
7 | sampingan pakai ai prompt: saranin 3 ide kerja sampingan berbasis ai yang bisa saya mulai minggu ini buat percepat pelunasan utang. tujuan: dapat penghasilan tambahan dari teknologi tanpa modal besar.,1
ngomongnya tuh se akan akan paling pusing palaing kerja sendiri hasil ai juga udah kayak apa anjing anjing,0
adanya teknologi kayak ai di zaman sekarang ini lebih untuk bantu pekerjaan manusia ya nder. bukan untuk menggantikan peran manusia. jadi ya sekolah masih relevan masih penting.,1
gemini ai nih kurang yoi kalau buat ngoding cuy mending chatgpt,0
dia jg malah nekenin contohnya pakai chatgpt yg masuknya generative ai justru itu jenis ai yg mendukung buat bikin teks provokatif dan deepfake yg dia takutin itu wkwkwk,2
aku tanya chat gpt mentok karena gaada jurnal yg bahas (mungkin terlalu common). itu pun ketar ketir broks udah dikonsulin ke dosbing katanya ya suruh ngulik endingnya dpt tp bentuk blog sialan,1
bentar kutanya gpt,0
iyaakann sesuai kemauan kita love bgt sama gpt,1
masih pake vs code biasa aja sekarang tanpa ai kalau ai biasanya buat ngoding frontend enak banget hahaha,1
[cm] temuan penelitian itu apa ya? sender udah nulis penjelasan hasil penelitian tapi sama dospem dikomen 'temuan penelitiannya apa?' udah nanya gpt dan yg dibilang gpt tuh udah sender cantumin di skripsi. bingung huhu,2
sampe nanyain ke chat gpt bjirr,2
semenjak pake ai jadi super produktif dan pengenya ngoding mulu kayak dulu awal2 belajar ngoding kwkwkw,1
ngomongin dreadout jadi keinget di salah satu podcast the lazy monday ceo dh kurleb cukup ngeembrace ai generative bahkan dalam proses development buat aset aset gambar generic ada yg make ai gambar tp ga tahu di produk jadinya,0
lima ai lomba ai semoga ini lomba ngoding kan kann,0
dari awal emang jokowi dan keluarganya itu npd gila kerjanya cuma nyari muka doang. kalau beneran bisa kerja ga akan mereka ke gorong gorong gembar gembor ai kek idiot bagi bagi susu gajelas dll.,0
jangan kata ai any form of art yang ada gambar roh terbang2 lah ucap selamat tinggal lah jumpa lagi di sana lah bila ada tragedi sebegini itu semua cringe,2
untuk aku pribadi aku kurang setuju dengan pemakaian generative ai. seperti yang kalian tahu ai di train dengan diberikan data-data yang ada. dan data art yang diberikan ini sendiri adalah hasil pencurian dari karya-karya artist manusia. without consent.,2
gpt based,1
punya fakultas industri kreatif tapi semua2nya pake ai,2
dokumen ini basically ngomongin pentingnya koding &amp; ai (kecerdasan artifisial) buat anak sekolah. intinya dunia makin digital jadi anak-anak harus paham cara ngoding dan pakai ai biar nggak ketinggalan zaman.,0
oh dan generative ai itu sangat tidak ramah lingkungan baik proses dia mengolah data untuk belajar maupun proses dia menghasilkan respons dari prompt yang diinput,2
ngapain ngambek sama org yg kerja pake ai,2
sumpahh chat gpt nolong bgt klo gue udah gatau mau bales chat org apa lagi,1
ngoding dibantu ai enak juga yaa walaupun harus tetep ngerti krn pasti tambal sulam setidaknya bantu bikin kerangka/alurnya,1
lu kudu nyetok 10 akun gpt njirr buat yg kyk bginian,2
anjim smpe aku dh selesai ngoding premium claude ai nya masi blm ngasih akun 80k gwehj,0
tata bahasa generative ai emang makin rapi tapi menurutku belum sehalus hasil manusia. buat melatih kemampuan berbahasa asing masih ada banyak buku dan sumber yang lebih bagus ketimbang pakai platform macam chatgpt.,2
hapenya apa nder? kalau hape keluaran 2024 ke atas banyak yang bisa langsung dari galeri pake generative ai.,0
kamu minta template awal buat produk ke ai? blind bake adonan di oven. kamu ngoding service utama dengan bantuan ai? manggang adonan pizza di oven. kodingan ngebug atau error hasil ai? adonan underbaked (mentah) atau overbaked (terlalu matang/gosong),0
25% dari apbn 300.00.00.00.00.00.00 triliun = 2.00.00 juta anggaran pendidikan ri ?? ngerii gaess dan anak tk dikasi labtop atau atau biar bisa ngoding dan ngulik ai..kereen uang sekolah tetap naik diseluruh yayasan pendidikan swast,0
kok ada ya bem fakultas yang pake art ai buat postingan instagramnya? !upi,2
butuh konten visual tapi gak punya desainer? ai bisa bantu lo bikin desain keren dalam hitungan menit. pake: canva buat template desain dall¬∑e buat gambar dari teks lexica art buat inspirasi visual biar feed lo makin estetik dan profesional.,1
bener sih kak makanya di sini edukasi berperan. kalau masyarakat paham baik dan buruknya ai pasti tau bagaimana cara menggunakannya apa yang sebaiknya dihindari. cmiiw juga,0
kayak weyy aku tuh kenal kamuu aku tauu your education background your economic background your lifestyle. trus foto foto thirst trap kamu tuh semuanya ai generated anjiir you dont look like that in real life ô∏èô∏èô∏è,2
ramai orang mungkin tak dapat bezakan chatbot yang dah desediakan 'skrip' terhad dengan chatbot generative ai bersumber yang pakai rag semua tu,0
menarik banget artikelnya! pernah bahas soal adaptasi di pasar kerja karena ai dan insight-nya bantu banget buat ngerti tren ke depan. memang generasi sekarang harus lebih kreatif &amp; adaptif ya. futureofwork,1
ngapain belajar ngoding? sekarang udah ada ai dan tech winter. yakin masih bisa dapet kerja di bidang ini? kalo ada yg ngomong gini kamu bakal jawab apa?,0
aku penentang penyalahgunaan ai skrg hampir semua siswa apa ai.. gelisahh banget sekolah tuh karena kita nggak ada bedanya. gatau siapa yang benar belajar dan siapa yang nggak. malah yang pake ai nilainya suka lebih gede. but i believe that bei,2
ga punya ide kreatif original kah kamu falcon. ini mah kayak bikin film pake ai jadinya,2
nah generative ai is cringe imo,2
tolong jelaskan kepada manusi tolol di atas ini bahaya generative ai dalam dunia seni dan multimedia.,2
deindustrialisasi dan transisi padat modal kak. sekarang ai iot gitu2 udah ngurangin jumlah tenaga kerja belum lagi krisis mata uang bisa bikin inflasi tp gaji gak naik2,2
wakakakaka ya intinya harus tetep dibaca sama disaring aja tiap research. bahkan programming sama querying aja kemarin gw bikin pake ai sangking udah lupa urutannya karena terakhir ngoding jaman kuliah,0
oke . apakah generative ai (llm) sering halusinasi atau kadang2 halusinasi?,0
dia bakal minta chat gpt buat jelas ini.‚äçô∏è,2
bruntung bgt ada chat gpt untuk gue yg orangnya kalo ditanya responnya hah,1
udah banyak tanda2 kiamat ai juga bakal dipake jadi fitnah terbesar. terus lamaran kerja gua jg pada gagal semua. negara-negara maju pada bersitegang bakal ada pengkhianat dakjal kabarnya otw keluar sebar fitnah dan kekayaan. pd3 tinggal dalam,2
mencoba analisis &amp; explore ai as org yang emg pelajarin bidang kreatif bnrn bisa jd tw errornya ap n buktiin bahwa at the end of the day gabisa ai ngereplace kt krn balik lg sesempurna prompt/proses berpikir kt outputnya jg gabakal bisa sll sama terealisasikan sesuai ekspektasi,2
aico itu jujur keren bgt jualannya karena bisa mengenalkan ke publik luas apa itu ai tapi kalo udah harus bisik2 soal kebijakan sih memang mereka bagusnya bawain orang stem nya langsung yg ngerti gmn cara kerja ai ke pemerintahan bukan cuma,0
wow bisa pake ai nya skrg ngoding,1
sbnrny emg gabutuh siapa2 cm chat gpt ajh cukup,1
heleh sarkasmu bikin aku marah. dia aja sibuk bikin sekolah ai mulu. otaknya genah kah dipake,2
percaya sama gw deh. tulisan ai generated itu nggak ada nyawanya.,2
ah sama banget aku nge edukasi mereka yang pake ai malah di cuekin aku suruh komis aja kalau gabisa gambar tapi malah di katain mereka tuh kayak keras kepala banget pas di kasih tau,2
wkwk always sm chat gpt y,1
kak temanku punya gaya penulisan kyk gitu. dihate abis smpe dibuatin tiktok untuk giring opini kalo temanku author gpt. seserem itu ai smpe karya tulis bagus tapi typing yg ga awam bisa jadi bahan rujak,2
ô∏è fakta terbaru dari dunia rekrutmen teknik: perusahaan manufaktur &amp; desain produk sudah mulai nanya skill ai &amp; prompt engineering di lowongan kerja. ô∏è bukan cuma bisa autocad atau solidworks doang sekarang..,0
tergantung sih gue pakai chat gpt buat nyari wawasan aja bertanya sedetail detailnya wawasan pengetahuan umum jadi nambah terutama sejarah,1
bro literally aku nyantumin thread edukasi ai yang literally ngasih tahu ai bukan alat photobash please try to read oh my god nih image udah dari 3 tahun lalu udah tua &amp; salah pake gambar anti ai selain itu it works sumpah,2
jadi benci sama chat gpt :(,2
waduh ini ai generated .. hati¬≤ jebakan,2
nangiss sampe sembap cerita ke chat gpt atau org terdekat kak,1
harga dirimu keberhargaanmu dan nilai dirimu tidak bergantung dari pengakuan siapa pun bahkan pasanganmu. kamu berharga karena kamu memang berharga thank you chat gpt,1
ih btw aku baru nyobain ngobrol sm chat gpt seru jg wkkwkwk tp dibilang gila sm adek aku,1
what if ada generative ai yg hanya pake dataset legal dan ngasih insentif buat karya yg dipakai untuk trainingnya?,1
kerja-kerja yg susah utk ai ganti: * skilled work - plumber electrician mechanic * kerja yg memerlukan jiwa &amp; ruh kesenian - penulis artis * pekerja kesihatan - doktor jururawat fizio * buat keputusan - ceo * counselling therapy &amp; mana,2
ih bener banget aku aja kalo keabisan ide langsung chat gpt mereka langsung ngejelasin semua terus dikasih tau produk yang persaingan bisnis nya sedikit wah gilasih (lebih tepatnya free kalo chatgptku ya),1
gua bikin novel eh dia ikutan bikin novel trus ngatain kata¬≤ novel gua dari chat gpt wkwkwkw kntl,2
ada dong aku punya chat gpt,1
tau berita lomba ai itu. tak kira lombane ki ngoding pake api dari ai nya gitu atau sdk pokoknya sejenis gitu2an lah. eh taunya cuma ngeprompt gitu doang .,0
ngonten pake ai. kaga bisa?? belajar!! kerjaan itu bukan cuma jadi budak corporate atau jadi pns doank. kalo mau bisnis kecil¬≤an bisa jualan cilok milor maklor atau ajajanan anak sekolah. kaga punya modal? minjem dulu modal 200k bisa,1
chat gpt juga membantu bgtt,1
kak kalo post ig hao gimana kak? harus kt edukasi juga kah? mm soalnya gimana ya woozi kan pernah dituduh make ai jadi agak sensi bnget ama ai pls,2
tp gw blg ya dunia pendidikan dasar lebih baik sebelum ada ai dan video2 pendek kaya tiktok. bener2 bikin downgrade cara kerja otak ga sih.. gemes sama anak2 yg males cari info padahal jaman skrg tinggal klik2 doang,2
tp lemot yak gpt di wa,0
ga tau coba gpt,0
sama chat gpt wkwk,0
tanpa bantuan chat gpt aku pure nulis sendiri perasaan yang tumbuh ketika bisa menyalurkan emosi itu memang luar biasa nulis sambil dengerin tulus ''pamit'' selama 4 jam i feel deep,2
ya gw curiga juga kenapa tungtungtung sahur terkenal gitu mgkn tiktok. sekilas sih ai art mata besar,2
lu boleh kontra masalah tambang kalo lu pake ai generated buat beginian ya sama aja lu cuma ngadu domba &amp; malu2in dirilu sendiri,2
kalau lu belajar programming dr 0 langsung bergantung ai bener bakal di replace. tp kalau makan dulu manis pahitnya ngoding tanpa ai kerangka analisislu yg bakal bantu lu buat survive. funfact banyak kok programmer yg jago ngoding tp analisisn,0
tolong buat plli bagi yang collector akut pun tolong jangan beli merch plave dari billboard karena ada ikut campur ai generative. hayo udah tau kan plave banyak dikata-katain karena mereka dianggap ai? ayo lawan ai!,2
ak bru saja menyelesaikan tugas pertama sxc anjay no gpt gpt brok all of them are from my heart,2
pdhl lulusan s1 2024 miris bgt liatnya.. and why do i know dia pake gpt? karna pas gua lontarkan pertanyaan dia diem dulu sambil mengetik di hp nya (kedengeran suara keyboard dan gerak gerik tangannya) pandangannya pun ga fokus ke kamera tp ke keyboard.. dh mh geter2,2
ya lu coba sana kocak percaya kok sama gpt,2
video hayao miyazaki 2016. generative ai art chatgpt yg boleh buat studio ghibli ni x sampai seminggu baru keluar. amende la,2
belum main inzoi krn byk yg blg game devsnya pk generative ai,2
tolong postermu buat sudirman cup diperbaiki. sama kayak federasi sampah kalian. pakai ai. ini kurang kreatif dan memelihara kebodohan,2
the reality is my family is not happy when im into arts they want me to ngodingg. apa itu design? apa itu ui/ux? all they know is just fucking ngoding aja ehehehe. agaknya pity u sie skill elu di anggap sebelah mata apalagi skrg udh jamannya ai ô∏è,0
betul. orang bisnis lebih paham how to sell daripada engineer. mereka udah tau trendnya gmana. karena memang ai jadi nilai plus pas jualan. engineer tau ngoding doang ah,1
pokoknya mah pelope deh emang sama chet gpt,1
gpt pls jangan maksa y,0
kalo jawaban wapresnya kita hilirisasi pakai teknologi ai dengan 19 juta lapangan kerja melalui green jobs dan greenflation sudah vaksin dan susu? jangan lupa pake asam sulfat biar ga stunting ya bu adik2 sebelum pulang ambil souvenir skin care,2
certik verified done,0
bising kan generative ai dgn hak cipta artis kan,2
happy banget kalo ada yang bisa gantiin ngoding. tapi kalo enggak ada bisa ngoding siapa yang ngembangin ai ini nanti? apakah si ai berkembang sendiri?,0
main gpt bahas makna puitis dalam lagu itu seru juga ya,1
selamat datang tim tenis indonesia. admin tolol. bikin malu aja pake ai tanda tdk kreatif alias malas editing.. malu woii,2
penggunaan ai sebaiknya hanya dijadikan alat bantu referensi dalam proses kreatif,1
gua sangat amat minta tolong untuk siapapun kalo mau promosi kig jangan pake ai yang udah pake ai tolong banget dihapus yaa. hargain hoseok dan semua yang terlibat dibalik semua ini yang pastinya udah kerja keras buat kig kalian pake ai sama aja disrespect hoseok ges,2
ai tros gk kreatif amat. video psnan siapa dah rese bgt,2
sumpah ditenangin sama gpt sampe nangis anjir deep bgt kata katanya maaf gila,1
i'm a software engineer (dev) dan 2 tahun lalu udah ada kabar perusahaan gak akan hire dev karena ai udah bisa ngoding. ai udah bisa bikin aplikasi. liat sekarang semua perusahaan masih tetep hire software engineer. malah banyak lapangan kerja baru buat ai engineer.,0
jangan. ai generative image nyolong dari artist chatgpt nyolong dari penulis,2
kata temen aku yg kerja di kampus pegang turnitin skrgg udh ke detect deh klo ga salah tp kurang tau jg. aku pake chat gpt cmn buat diskusi nanya aja sisanya mikir untungnya walaupun aga tulalit wkwk,0
belajarnya seru banget karena nggak cuma teori tapi langsung praktik bareng tim. kami ngerakit ngoding dan nyambungin ai ke mikrokontroler secara langsung. serasa kayak ngelatih otak digital biar bisa mikir bareng alat yang kami bangun sendiri.,0
kalian gak ngerti apa itu ai dipikir plli tolol semua apa. gatau yang lain tapi ada beberapa hal yang boleh pake ai menurut gw kayak data summary ngitung pencarian dan sejenisnya. tapi ini jelas2 generative ai yang ngancurin image idol lu literally dan figuratively.,2
tuh kan yang bisa jawab gpt memang harus gpt sendiri,1
wapres gibran mau anak sd-smp belajar coding &amp; ai? serius nih? anak-anak boro-boro ngerti python pr matematika aja masih nyari contekan. tapi oke deh siapa tahu ntar bisa ngoding bot buat bantuin ngerjain ulangan,0
did he just ask me how to kubur kucing.. maaf all i can do adalah suruh searching atau tanya gpt,0
iya lagi bahkan sampe beberapa tahun kerja sblm ai menyerang masih selalu bisa email panjang lebar skrg mau bales email aja nanya ai dulu,2
chat gpt tuh ibarat kata versi glow upmya simsimi ya?,0
konteks? mau bilang chat gpt gak bisa? lu kira ai cuma chat gpt doang?,0
lah saya ngetik sendiri kok. tapi kalo kamu lebih familiar sama gaya gpt ya ga heran kamu ngerasa ini bukan manusia. mungkin kamu emang lebih sering ngobrol sama ai daripada orang,2
gw dr awal ribut masalah ai ini concern gw udah jelas 1. perlindungan industri kreatif 2. regulasi buat antisipasi hoax dan penciptaan konflik horizontal terstruktur yang menggunakan ai ini bukan anti ai tapi masyarakat kita jangankan ai medsos aja masih pada belom bijak makenya,2
gw pas skripsian kemarin nih chat gpt belum ada susah banget harus cari jurnalnya satu satu belum lagi mendeleynya skrng liat orang orang pake ai mudah banget ngerjain skripsinya,1
guys maaf typo chat gpt yahh,0
assalamualaikum ustaz . google veo 3 baru melancarkan generative ai video yang boleh generate dialog sekali. saya tengok ada certain yang guna dialog saya bukan manusia sebenar saya dicipta oleh nama prompter . apa hukum buat dialog macam ni? terima kasih ustaz,2
chat gpt pengertian tp gapunya perasaan,0
naiknya aja udah tercela. ngomong2 anak sekolah bikin pr bisa pakai ai udah lebih dari hina,2
mohon maaf juga nih kak malu sama semua matkul yang udah dipelajari aku selama kuliah : matematika diskrit basis data sistem informasi ngoding sampai ai pun gue pelajari tapi malah nggak eligible buat daftar?,0
5/ jadi sdm rendah itu ibarat duduk di kursi panas. skill rendah = gaji kecil = gampang diganti. yang dicari sekarang: kreatif adaptif bisa kerja bareng ai!,1
njis nf gpnya bagian kreatif apa? sampe bikin poster promosi pake ai,2
buat apa anj. ni orang suka banget ngomongin buzzword. anak sd ngoding ai? matdas aja belum khatam kok muluk2 kesana. ya gini kalo lulusan ip 2.x dijadiin presiden.,0
ai tuh ngebantu banget tapi kalau sampe tugas kita nyuruh ai ngerjin jadinya proses belajar alami kita termat sangat berpotensi gagal. makanya anak sekolah sekarang mqsbjwsjqhsabqj jauhkan ai dari orang-orang yang belum bijak. thnks -,0
9/basemodel jadi base model itu bukan produk akhirnya tapi aset berharga yang bisa diutak-atik &amp; diadaptasi untuk berbagai kebutuhan generative ai. mereka adalah enabler utama di balik banyak aplikasi ai kreatif saat ini.,2
oke juga nih curhat di gpt hihi,1
chat gpt aja nder,0
sebelum ke siswa guru2nya dulu harus dilatih tentang ai dan identifikasinya untuk mencegah generative ai di tugas2 sekolah yang menyangkut kreativitas,2
bahkan mimpi pun ada ai generated content gimana ini ris?,2
sorry tp gak banget satu kalimat pun pkoknya harus keluar dari otak gue dan ditulis sama jari gue sendiri. ngapain nyebut diri sebagai penulis klo si ai masih kerja.,2
ngapain copas gpt? udah dijelasin itu sm gpt kerap muncul dlm wacana islam progresif . sudah jelas yang ku jelaskan dari tadi adlh pengembangan teks dan perlawanan terhadap tafsir klasik patri,2
terlalu konco chat gpt kui,1
ada lagi deng 6. ditanyain cv baru buat di submit 7. dikasi tawaran kerjaan 8. cekcok soal penggunaan generative ai sama om cuma sepupu deket sih yang nawarin / ngomongin kerjaan samaku soalnya tau aku dah lulus. sisanya blas ngira w bocah,2
kadang kalo ngoding pake ai suka bingung sendiri. lebih enak breakdown problem nya walaupun pelan-pelan.,0
iya sih emg bener ai bantu bgt di jaman skrg buat ningkatin produktivitas. contohnya lg ngoding deh sblm ada genai atau skrg mh agentic ai yg tadinya butuh waktu 3 bulan buat nyelesain projectnya bisa selesai dlm 1 bulan apalagi klo dibant,1
kerja dibantuin ai enak banget yaa harusnya ni teknologi udah muncul 10 tahun yg lalu haha,1
yang penting value yang dihasilkan kan? manusia belajar karena ingin mendapatkan value seperti kekuasaan uang dan jabatan. ketika kita bisa mengandalkan ai untuk itu semua berarti alur kerja otak udah beda lagi tadinya full otak sekarang ad,1
sekarang lebih milih curhat ke chat gpt drpd ke temen,1
apakah mungkin kedepannya dokter akan menggeluti bidang ai juga om? jadi 50% ngoding/ngoprek2 ai 50% di kesehatan,0
sumpah ajg gw kesel bgt liat ai generated video di tiktok kek..,2
kritik di tempat yg tepat juga penting. kewenangan ekraf ya sebatas mendukung industri kreatif dan tidak mempromosikan ai. kalau protes kebijakan ya ke kemendikbud. jangan membabi-buta.,0
ni kenapa yang join trend bikin stiker ai tuh seleb seleb ya? bukannya edukasi malah ikut trend kampung paling pendukungnya fufufafa,2
tergantung jurusan ga sih nder? soalnya bbrp ai tuh kayak spesialis di bidangnya masing2. chatgpt oke utk kebanyakan hal tp kurang di hal2 kayak ngoding gt2. untuk nyari sumber masih okelah tp ak sering paduin sama microsoft copilot. nah kalo,0
emang makin ngeri ai itu. tapi tetep aja kalah sama manusia kreatif,2
ya gimana ya namanya baru booming trus dasarnya gaptek langsung ngerasa klo semua yg dari ai itu baik/bener sampe semua aspek pake ai padahal ngoding java aja kadang ada yg kurang pas pake chtgpt,2
ini ada lagi yg baru dia bikin merch terus pake art ai,2
soalnya wonyoung cuma lakuin ini ke yujin aja eh chat gpt lu personal banget sama wonyo,1
karena landasan klo mau ngoding tuh ada disituu bjirr sedangkan anak anak itu ga dapat materi logika komputasi tp lgsg disuruh ngoding dan buat program ai apa gak lgsg meninggal anak anak itu?,0
kayanya pengajaran kaya gitu baru mungkin diterapin kl kesempatan berpikir &amp; bertindak kreatif-kritis pengajar-mahasiswa dibuka luas &amp; lepas dr stigma (kaku serius harus sesuai hukum positif ga da ruang buat kreativitas). juga bs jawab tantangan bikin tugas/ujian pakai ai,2
gak apa tujuan saya cuma negur karena perihal normalisasi. tapi kalau soal tugasmu ai atau tidak itu kembali ke apa yang kamu kerjakan saya juga lihat kamu memberikan source dari tugas yang kamu kerjakan. yang bisa diartikan ada proses pekerjaan,0
eh knp di wp sekarang banyak banget yg pake cover buatan ai jujur dari aku sndiri baru liat covernya bgtu uda skip dluan. mndingan ambil pict di pinterest trus edit sndiri di canva pls.. dripda pake ai.. jujur art nya ai tuh jelek banget ô∏è,2
warga [cm] ada yang mau bantu isi kuesioner penelitian sender? kriterianya mahasiswa seni/desain sender lagi neliti tentang penggunaan generative ai nanti linknya sender taro di reply. tia,0
pengawasan dan pendampingan klien pemasyarakatan mulai melirik pemanfaatan teknologi ai untuk meningkatkan kualitas layanannya. dengan jumlah klien yang terus bertambah dan keterbatasan sumber daya manusia ai dinilai dapat menjadi solusi dalam menciptakan sistem kerja yang,1
kocak bgt ngeliat akun-akun buzzer kecil posting keywords waspada 7 propaganda dan gambar dari generative ai,2
aku teknik informatika sejujurnya kalo mau sedikit ngoding sisfor aja. kalo pgn jd hacker tek.komputer aja. kalo tekno.informasi sepertinya arahnya ke bigdata. tapi sejujurnya kalian lulus pasti uuai (ujung ujungnya ai),0
sebagai illustrator if you wanna move forward -&gt; learn how to problem solve. and have skillset along with it jadi karyamua bukan sekedar jiplakan dan jiplakan kayak ai. sayangnya edukasi seni di indo belum sejauh ini eh tiba2 malah,2
dan juga gambar ai itu hasil colongan karya seni art asli buat di training (contohnya ghibli). jadi intinya noxa cuman menyampaikan ide doang tapi gambar ai nya hasil nyolong juga. kalau cuman minta hak cipta karena ide pun ga,2
&amp;&amp;. gue masih sakit hati banget ya lo bilang nova ancur banget lo bilang admin nova bikin agensi baru terus gak aktif. padahal kami gaada yang ngadmin. lo bilang yang kerja cuma ep. yang ngedit tiap minggu buat event siapa kocak? ai?,2
