clean_content;polarity
jaman kuliah nemu tulis akuntan ganti robot gak nyangka yg ganti ai robot kerja seni kreatif akuntan tahan sbg kerja yg cari situs loker yg ngerti pajak;negative
suruh pakai ai eh gilir masyarakat kreatif tangkap beda jabat;negative
pilih aja template ai bgt wkkw ngebuzzer kreatif dikit ngapa dah jgn liat bgt gitu;negative
group edit foto facebook gaseru gara ngedit pake ai seru kreatif random;negative
ga pake ai aja ga kreatif udah bantu ai kritik;negative
merchant nilai krisis kerja akibat ai tanda anggur lulus kurang ruang kerja kreatif efisiensi biaya manajemen dominasi ai cainnews;negative
sektor kerja kreatif aja udah ganti ai yg pakai desain ai ala pixar studio ghibli ga sektor industri manufaktur ganti ai curiga gue alamat bunyi alarm bahaya;negative
kesini jd ngeri liat guna gen ai nulis proses suara ide ya klo cerita aja bikin pk ai pikir kreatif aja enggan udah mah sosmed bikin attention span kurang gen ai jg bkn org males m;negative
gpt mulu dah bikin caption jelas suruh kreatif bikin gitu ae pake ai awowkwok;negative
sbnrnya gw tuju ya dgn statement org yg ga pake ai kalah sm org yg pake ai ranah kreatif sattt;positive
ai mudah cepat akses tahu luas ai instan hemat sedia guna fakta ajar ide kreatif risiko sala;positive
segabisa kreatif kah sampe pake ai;negative
ai sampe kampanye gitu mksdnya biar anak muda kreatif mati gaya gak gmna ya;negative
tuju gak tuju kalo kerja monoton dh ngabisin mah pake ai aja klo kerja kreatif nalar dalam ai dipake ambil benang merah aja kalo gw;neutral
maaf kak kalo ai kreatif ga;negative
sulit paham jiwa malas non kreatif ai mudah budak;positive
kreatif gitu kritis gue generasi berfikir pecah masalah hidup minimal kalo nanya ai;negative
indo yak bikin bijak ai spesifik bidang kreatif;neutral
yg serba instan palsu sehat ga kreatif emang mau pake ai;negative
aju ai grok unik ulang gantung maksud guna guna aju personal kreatif skenario hipotetis topik khusus cenderung unik;neutral
ai rentan muat politik kampanye politik cuci otak dst dst kreatifitas lahir malas yg nga ribet proses proses kreatif alas kreatifitas salur ai nga sepenuh;negative
ga kreatif ntar gantung ai;negative
ai gak masuk kurilulum rana seba siswa kreatif siswa malas baca buku ai bs kalimat spesifik khusus ai yg umum- studi yg gejolak bahas;negative
kesel ga sih ngajarin pakai ai anak sd diajarin kreatif solutif suruh pakai jalan pintas;negative
back voice projectnya jelek asa pake ai footagenya jg mostly potong video konser ga kreatif;negative
ya ai musuh padat karya jadi alas anti ai nyungsep kesini sektor ai temp hyphen nya industri kreatif;negative
didik bentuk manusia kerja produktif didik bentuk manusia daya pikir kritis kreatif menjungjung nilai etika moral budi pekerti luhur ai mas orang meri;negative
bayang ae gegara ai nih kena sedikit buka ai gas meulah ilustrasi selang kdda orang yg kreatif lawan bujur pintar dikit buka ai;negative
tulis kreatif gambar pake ai ni kek orang ngetik jago masak masakan beli resto;negative
promosi ai orang bikin larya kreatif dipamerin hall ga pake ai tuh kerja;negative
ya kaya maksa bgt ai pdhl jg siswa temp hyphen siswi loh kreatif kembang ide nya alamiah mata proses segapenting kah heran;negative
segitu banyak kerja repot ambil alih ai kerja kreatif fokus;negative
recently gw join salah grup marketing ai southeast asia banyak gen z kreatif bgt ngejualin prompt gpt shifting nya cepet bgt;positive
orang yg dukung guna ai dunia kreatif emang yah;negative
udah gitu gambar pake ai kerja kreatif hilang job;negative
miris era transformasi digital media korban depan industri kreatif jg waspada ai udh sgt gila blm lg inovasi mesin industri yg ganti manusia gak suka gak pers;negative
coba baca tulis lepas isu ai nyuri database manusia ok kampus dkv indonesia ngerancang mahasiswa terjun industri industri kreatif indo sehat dar underpaid underappreciated;negative
iya sih cover bb gak ai kandung ai nya aja susah terima sayang dunia kreatif dg orang orang pro ai;negative
orang yg tekun bidang kreatif amp guna ai chatgpt gak karya butuh cepet proses nikmat film pesan tulis ai bikin;negative
kak sahut orang dewasa ga pake ai dua temen kawan atas ku yg bain bela ai ga kreatif sebenernya kayak kalang boomer milenial liat mala;negative
ilustrator indo tuh karya bagus kreatif lho sih pemrenta pake ai;negative
ngebantu kalo konteks tulis promptnya detil proof read ngontrol framing pasti fakta anti ai kalo seni karya kreatif macam kalo normatif teknis ya;positive
isi kuliah pascasarjana unair wamen budaya anggota dewan bina psi bro giring ganesha ai ganti kreativitas manusia sepenuh guna ai jadi alat bantu referensi proses kreatif ai;positive
salah industri masif guna ai korea industri kreatif entertainment orang art korea pake ai korea festival kompetisi ai art film and photos;neutral
guna ai jadi alat bantu referensi proses kreatif;positive
kreatif banget ai ngapain;positive
chatgpt gak beda dgn google yg salah kalo bikin gambar karya seni pake ai kek trend ghibli langgar hak cipta ganti tenaga industri kreatif;negative
  iya tiga alat musik ajar biar fleksibel terima kasih moga seniman harga sih ide kreatif mahal harga eh suruh pakai ai hehe  ;negative
serta ajak paham peran cerdas artifisial ai hidup hari temp hyphen peran dunia sastra bantu proses kreatif tulis novel puisi kaya kosa alat bas ai novelsbyai;neutral
oke mw alih industri kreatif hajar ai dem;negative
yg gw lihat org malas berfikir tepat kreasi ai tuh tools aja gw pikir kagum korea yg rising dunia art art udh ranah kreatif gw kreativitas lahir dr otak manusia;positive
gw org yg tinggal orang ai org yg gak kreatif ai ai tuh another level of google search aja;positive
yg proses kreatif tuh beneran hrs pake hati sih klo emang pakai hati nyampe klo hati gak bagus asa kosong contoh tulis pake ai wkwkwkwkwkkwkw;negative
sih orang lembaga project kreatif seni nya full pake ai tp emg momentum aja ngga aja photographer pake kamera orang pake hp ya hp capabl;neutral
ai tangan tambah nggak ngerjain temp hyphen berat ngebantu fokus temp hyphen kreatif pakai bijak teknologi ngebantu bawa hidup level yan;positive
temp hyphen liat ai mulu kagak kreatif begimana dahhhhh otak mendet kahhhh bicara nada faranairu;negative
chatgpt release dah ga bayang ai generate gambar post video kreatif kena disrupsi physical ai ai tools agregator cerdas;negative
hancur negara kasihan banget orang kreatif indonesia ganti ai gembel jelek bau tai;negative
emang kocak kak karya seni tu hasil pikir kreatif manusia pake ai;negative
jumbo juta tonton bangkit animasi industri kreatif ndonesia kabar mas wapres agung ai;negative
pakai ai industri kreatif orang ga kreatif gantung gimana maka alat alat lai photoshop after effect ya aja;positive
prompt ai anggap open temp hyphen source milik pribadi gantung konteks hukum prompt orisinal kreatif potensi lindung hak cipta as indonesia atur spesifik praktik;neutral
ya kalo projek nya aja bilang ga kreatif bagus dikit bilang ai ai;negative
kreatif hasil baja bikin ai gurun baby nepo;negative
that s insane industri kreatif pake ai banding bikin commiss;negative
heran byk produk pake ai ga kreatif bgt;negative
org indo yg kecimpung dunia kreatif yg research nggak peduli ama sisi buruk ai brengsek sindir ayah gambar nggak pake ai tai emang nasib ilustrator indo;negative
basemodel base model produk aset harga diutak temp hyphen atik amp adaptasi butuh generative ai enabler utama aplikasi ai kreatif;negative
klo dibiarin vlast blunder njir yakali industri kreatif pake ai;negative
kaya baca artikel kata ceo yg bilang kalo plv yg bikin spesial sentuh manusia moga pegang teguh situ ya kecewa berat kalo support ai dunia kreatif;negative
kesan kek manusia kreatif aja sampe pake ai artis wkwk;negative
root causenya kadang ainya ekstra kreatif bantu user kena testnya dumb asserts bingung pitfalls of working with a stochastic system i wouldn t trade it for a dumber ai though testnya adaptif;positive
udah pake full ai mv nya madein uno ga ngebelain kalo udah pake ai udah mentok ga kreatif dasar ai nyuru seni orang;negative
kalo gitu cawman pas aespa gapake ai pake creator temp hyphen creator keren kreatif;negative
bingung dikit sm kerja kreatif yg normalisasi guna ai;negative
jiwa seni orang temp hyphen orang indonesia kenal chatgpt pakai generate gambar beneran kreatif kayak nyampur makan  bilang guna ai top indonesia;positive
njis nf gpnya kreatif sampe bikin poster promosi pake ai;negative
yo minimal edit sek cok text e ai banget tri kreatif kreatif taek a;negative
penyepong ai emang kreatif;negative
gua ga salah yg make ai jir just dont overused it sampe agung agung industri kreatif muak gua cok tone deaf jujur aja klo gua sampe liat moots gua yg demen bet sm ai gua bub;negative
gass keren moga perintah dukung kerja kreatif lokal stop promosi ai art;negative
maju industri kreatif nggak kayak si penyepong ai fomok;negative
ok pp ghibli ai arrt yg bilang tri ekraf ndukung emang tugas kocak yg gabung perintah tri pake ai ndukung kreatif mati kreatif tu gim;negative
kreatif bikin pakai ai wapres ganti ai bagong sepakat;negative
gw apresiasi upaya perintah skrg menteri ekonomi kreatif jg ending credits tpi ttp jgn lengah kritisi jg perintah skrg udh pke animasi ai iklan psa;negative
minimal abis dukung industri kreatif lokal perintah dibolehin pake ai kalo bikin rilis ucap dsb hidupin seniman indonesia biar jumbo;negative
yg kesan takut gak terima tuh elo anjinggg ni si belimbing sayur agung ai pandang ai influence yg dampak buruk industri kreatif negara;negative
abis curhat ria cowoku argumen ai kadang mikir biased as an illustrator gimana pikir udah ngikutin kembang dunia kreatif kenal;neutral
vidio kampanye presiden lu aja pake ai ga support industri kreatif samsek;negative
maksud manfaat ai tuh sih output video jelek penyok penyok yg nyolong properti kreatif dune kah;negative
fyi kadang kaya gin tuh yg salah agens kreatif agens yg pro ai generate gak klien brand paham nerima nerima aja sadar ai cmn yg brand gatau yaa udh sesuai req gimana;negative
mending bacotin puja ai yg kikis industri kreatif manusia aja teh ai kalo gak batas ngebabat sektor jasa wkwk;negative
sih jabat negara kalo posting instagram make ai seniman bagus kreatif bantu kenal seniman indonesia kenal;negative
bangga kecuali puja ai yg ga peduli kerja kreatif suka diskredit;negative
ngeles aja teruuus ngeleeees udah bilang industri kreatif jarang dipake gak masukin ai seni kreatif sepi seni kreatif indonesia elu mo bikin apa seni kreatif ya bebas gak;negative
riding the wave gin ya yth tri ekonomi kreatif tolong peduli laku kreatif indonesia kerja kreatif anak sekolah kreatif indonesia suka pake ai butuh kreatif;negative
lu pahamin ga sih sm kakak yg bahas sm kakanya gibran gencar promosi ai yg haram dunia industri kreatif pahamin beda kalo g paham ganti pp anime lo lo ga deserve pake pp anime kar;negative
ai halang kerja kreatif illustrator animator jg kerja kreatif tuh ai udh dipake tri salah mana bilang gin tugas menteri temp hyphen menteri wowo;negative
beda tri ekraf kemendikbud ekraf konsisten dukung industri kreatif ga fomo ai lho dukung ekraf udah jumbo viral;neutral
kritik yg wenang ekraf ya batas dukung industri kreatif promosi ai protes bijak ya kemendikbud babi temp hyphen buta;neutral
iya ekraf ga promosi guna ai ekonomi kreatif lagipula ai policy wewenangnya kemenkomdigi ekraf ri;neutral
wkwkwk bikin postingan pake ai menteri kreatif yg kreatif wkwk;negative
ekraf konsisten dukung industri kreatif embel ai ga kek kominfo ;negative
gaada korelasi anjing anti perintah sm anti ai banyak yg speak up anti ai tuh emang kerja bidang kreatif;negative
nih ambassador nya ai kah orang kreatif pake otak kecil ai;negative
dorong masyarakat malas kreatif pake ai biar bilang ngikutin maju teknologi tah;negative
ai orang kreatif indo;negative
ai karya kreatif bantu otomatisasi tugas ulang dukung ganti kreativitas manusia pakai ai transparan etis hak cipta karya murni;positive
lu bilang kaya gitu gw ken tau posisi lu yg bisnis kerja kreatif ato pegawe kantor bahas khususon pegawe kreatif kerja bias ai;neutral
bagus riding the wave gratis lu aju rancang atur batas guna ai industri ekonomi kreatif numpang tenar;neutral
kreatif pake ai awokwok;negative
bikin permen kait guna ai bidang kreatif gk;negative
tulis kreatif zaman ai tulis fakta point ai novel baca alam watak utama;neutral
tau sih kemenekraf sdh dukung industri kreatif jumbo tolong bikin regulasi ai ketat artist mula dampak ai tolong edukasi menteri pakai ai pakai karya ar;negative
caption dukung perintah industri kreatif lokal masak iklan perintah aja pake ai animator lokal rangkul;negative
wkwkw emg yg tolak ai sepenuh asa yg juang penyalahgunaan ai sektor industri kreatif yg utama kreatifitas manusia unmag muncul ikut kyk kisah nabi palsu si musailamah;negative
ngomong bonus demografi gak kasih udah trus solusi noh mana bilang ai ai bilang animasi gara gara jumbo konteks kreatif ai tolak;negative
bayang abah anies posisi ms gibran balas waah abah cinta peduli kembang ai cinta karya anak bangsa bla bla bla abah kreatif manaka biuhhh ngeri bosss;positive
lrt matiin industri kreatif demen ai gaya kayak bantu gitu cuih;negative
beda ya ojol pakai tenaga manusia ai yg generate image pure buat mesin yg ngambil byk referensi art style karya manusia industri kreatif guna ai regulasi menurutk;negative
godog atur guna ai generate industri kreatif;negative
kreatif banget disalahgunakan pakai ai ai tolong ya gue emosi;negative
nggak kreatif banget pake ai;negative
giveaway kompetisi biar panas nih member idx contoh kompetisi trading kek video kreatif kyk kemarin lgi kek and foto kreatif yg pake ai;negative
sadja maksud ai generate photo ala ghibli style beliau tau ai bantu brainstorming proses kreatif bantu troubleshooting temu programmer;positive
anjing lu muka peler gaung temp hyphen gaungin guna ai media kreatif fakkk kayak gw dah tahap benci banget;negative
tau banget cari duit kreatif industri susah editor geser muda brow lu kreatif industri nyepong ai fuck brow;negative
kreatif males kah lo nder sampe bikin meme yg notabene templatenya bececeran tp make ai booooo loser;negative
analogi ga cocok ai assisting kerja kasar ya silah kerja kreatif ya gabisa pake analogi tani;negative
konsep pingin dikembangin ide dll otak manusia gua ga tuju guna ai temp hyphen bau kreatif ya manusia gua otak ai gabisa kreatif manusia;negative
yes bener banget kalo compare performa ai bantu coding kreatif liat bgt ai jago coding bantu logicnya desain ngaco abis gimanapun css macam masuk ranah messy workflow linguisti;positive
contrarians arguments industri kreatif biar pikir jernih benah cepat gempur ai debat pro kontra wajar anggap;neutral
pikir anjas laku seniman kenal beliau industri kreatif bantu hadir ai sadar ujung jual hasil curi bikin kecewa;negative
sebenernya ai bagus bantu guna bidang saintek pakem atur batas guna ai udah masuk ranah kreatif mah nama curi ga bagus ai bidang kreatif;positive
serba ai orang orang perintah ga kreatif gimana ya wkwk ken simple mulu hahaha;negative
udah jalan deepfake yg korban lansia anak bayi negara yg lambat ga tangan liat oh kerja kreatif aja yg teriak liat gen ai kyknya ok nih reduce cost cost lu bengkak;negative
support ai gagap perintah regulasi ai dukung industri kreatif lokal potensi;neutral
yg make ai generate ranah kreatif lu pales banget monyet;negative
ide manusia abstrak aplikasi etis kreatif ide kreator tsb ai logika kreator ai mana oke logis matematis sesuai seni kalo aplikasi kosong;neutral
ai alat end product desainer grafis nyari inspirasi behance dribble dll mudah proses kreatif hasil promptingnya jual anjir;neutral
sourcenya maling art orang beneran kerja keras ajar tahun putting their heart and soul only to be stolen by ai ai bidang kreatif gin gak original;negative
asli dah eneg bngt liat ai ai tai kucing salah prabski sm fufufafa pokok kyk setan anjing sebel bngt scroll dikit liat ai ngedit dikit pake ai ewhh mls bngt gitu aja gabisa kah kerjain ga kreatif iyuh;negative
iya tonedeaf ai bidang kreatif ngedukung karya kreatif pure form the heart gin sih;negative
betapa jahat ai industri kreatif alas ngga terima bebal perspektif subjektif sideline aja sadar salah guna twitter frustasi argumen;negative
jelek lucu lucu hasil ai bilang jelek ga kreatif;negative
kreatif manfaat teknologi ai temp hyphen sepele aja;positive
tanda bagus animasi indonesia industri kreatif gencar temp hyphen gencar ai animasi indonesia lirik ph investor percaya support produksi animasi plus anak temp hyphen anak to;negative
kek emang soal ai edukasi deh sumpah gedeg tinggal pake ai jadi uji gue tuntut kreatif gue kesel pas liat progres tulis scriptnya ai temp hyphen able gue ai;negative
kurang biaya seri karya animasi ai animator fokus aspek kreatif sutradara;positive
ai hadir peluang animator ambil alih kerja naomichi salah sutradara twins hinahima ko nakano ai ganti arah kreatif alat optimal proses;positive
yahh gblk dah tau didik dasar aj ga beres upah buruh ga nurut ump hukum gajelas industrialisasi jg skip ehh disuguhin ai atur dri minim apresiasi ga dianggep aj tuh kerja kreatif moga rawa;negative
tolak mentah temp hyphen mentah indo udh teliti kembang ai banyakin survey nder yg kecam tuh invasi ai ranah kreatif kembang bidang mas banget pake;positive
kerja kreatif ngga ketar tir manusia temp hyphen normalize gunain ai asisstant;negative
ga ga order aja depan ai bikin manusia males ga kreatif karna ya orang ajar gambar seni ken menciptaka;negative
kreatif ai;positive
karna negara beda negara negara udah anak kreatif milih ai fungsi anak kreatif kalo kaya gitu menang pake ai hasil kalah;negative
harga kerja kreatif seniman dukung komisi karya tracing ai art jaga bumi papar krisis iklim nggak tambah picu krisis sederhana ulang temp hyphen ulang;negative
gw ilustrator pakai ai seru seru gw tuju statement sih sebenernya artist tahan ya ajar bagus kreatif banding ai bilang pakai ai gak ngerhargain artist;positive
lo orang pake ai matiin industri kreatif oh iya lupa lo aja bangga pake gambar hasil ai kampanye;negative
kecam karna penyalahgunaan kalo bikin desain bau industri kreatif pake ai cacat karna gabisa instan gitu aja ngandelin ai lu baca x jam ga tinggal berita biar pikir lu;negative
kreatif aja nih ai;positive
i think the current concern is growing into the fact that all form of ais are harming the environment gak peduli guna ai lapang kerja kreatif lh;negative
ajak diskusi kerja industri kreatif what concerns them inisiasi diskusi bahaya nihil atur perihal ai but no kerja industri kreatif sepele dianaktirikan cari butuh aja;negative
contoh nyata booming deh regulasi ai industri kreatif negara utang loh industri butuh branding timbal balik wapres glorified ai orang jabat kaliber;negative
ajar nder sampe lu paham kalo ai jenis kecam ya manusia manusia nggak kreatif sok iye pake gambar colong;negative
apasih yg harap hmo gitu ai aja abai ko kalo orang kreatif hilang musnah mati abai block aja biar tentram;negative
pdhl klo ai dimanfaatin sbg damping ato bantu kerja manusia biar persentase hasil pekerjaanny ngebantu bgt loh sygnya ai indo banyak suruh bikinin dr manusiany jd mkin males mikir krg kreatif;positive
dear teman temp hyphen teman artist paham bgmn hadir ai ganggu ekosistem kreatif emang maju jaman olak sepenuh guna non temp hyphen profit;positive
yah gue mah gws dah kerja ranah kreatif cape cape nirmana studio maket you name it pas kuliah diraguin ditanyain ntar eh nambah ai wkwkw;negative
tau beda ngembangin manfaatin bidang yg salah gak si kalo indo yg ai dukung ai gantiin kerja kreatif;negative
dunia it ai alat bantu kerja buka ganti sepenuh but depan sulit gak mudah dunia seni amp kreatif;positive
kenal ai guna coba ajar kerja ai harga kerja kreatif hak cipta kecam generative ai;negative
yaa emg murah tp guna ai kreativitas orgnya wkwk jdi sebenernya kalo yg nyari murah tp ga kreatif ya aja wkwk;negative
kalo negeri ai kembang tuh bantu rancang kerangka kerja dijadiin shortcut jalan pintas mati rezeki industri industri kreatif seni moral gak etika me;positive
kepala kote engko kreatif kena kena komunis kaya raya bodoh politik dah la pakai ai makan taik;negative
sumpah kefikiran ijazah asli simpan sekolah orang foto sekolah foto wisuda cek ai alam kreatif curut;neutral
emang ngeri ai tetep aja kalah manusia kreatif;negative
udah pake ai kaga shua ngapain sih pake ai ai begitu kalo kreatif mah ya edit;negative
maaf ngeri video ai affiliate gitu vibesnya -halu -ga butuh manusia -pengen instan ga keren mah rip industri kreatif;negative
work cw resign kantor udh pake chtgpt pro tahu tim kreatif udh ga lg tim kreatif gpp yah resign jg ga apresiasi support ide milih ide karya ai ga harga;negative
orang orang kek gin ngga kreatif butuh bantu ai cuman simple task wkwkwwkwk;negative
keras tolak ai industri kreatif;negative
selamat tim tenis indonesia admin tolol bikin malu aja pake ai tanda tdk kreatif alias malas editing malu woiii;negative
gua nggak samping big problem ya bentuk kaya gin we dont know future ai kaya gimana more advance bener ganti orang kreatif;negative
in spite of orang actively using ai bantuin kerja contoh buat campaign kreatif launching produk bentuk user generated content kuras nggak pake ide si;positive
gua kerja kreatif om perspektif brand gua hasil visual ai blm komunikasi manusia emosional brand blm dapet visual yg bikin sampe k;negative
kesini ngeliat kembang ai guna nya yg kaya gitu lumayan resah orang yg usaha dunia kreatif aja org yg mikir ngapain bayar bikin ginian doang pake ai;negative
gambar anime reimaginasi foto asli ikut tren populer ubah foto gaya anime alat ai fotor canva mudah transformasi bikin konten kreatif;neutral
sampah pake ai ga anggaram tim kreatif kah;negative
tolong poster sudirman cup baik kayak federasi sampah pakai ai kreatif pelihara bodoh;negative
gw fine gw banyak masuk ranah teknis kreatif ai dipake ganti sisi kreatif buat karya gw toleransi jatuh kaya d;positive
platform x jajah link affiliate jajah cenblue sampah yg kalo bikin konten tp koment nya tamplate gitu ya parah bgt yaa bro alogoritma x anggap konten lo tuh spam kreatif dikit kalo ide manfaatin ai personal branding is key;positive
ai terooosss ga kreatif sih;negative
mah pake ai biar anggap futuristik modern mah norak gak kreatif;negative
yg komen pake ai gimana sih pimpin negeri pake ai ga kreatif;negative
suka liat fanart jumbo kreatif keren temp hyphen keren style unik temp hyphen unik ai;negative
hehe iya dasar ai ya didapeti data orang temp hyphen orang ajar portofolio ya konten edukasi;neutral
tiktok utk konten edukasi jual tepat konten pargoy brutal dsb tanding yt shorts kuat pengaruh rentan ai utk giring opini gak heran;negative
edukasi kripto indo keren basic sampe ai rwa udah rame bahas edukasi risiko amp regulasi nih moga balance depan;positive
baca gue kasih edukasi biar gak tolol bgt otak samain yg pake ai kaya gibran;negative
edukasi orang tua guna ai emang emosi ya;negative
eh neng bgt edukasi ortuku perihal ai erti huhu lop uuu anak yg kerja kreatif;negative
edukasi ai yg dasar deh ngebedain video ai video asli yg percaya hoax;neutral
susah banget nyari informasi tahan negara thread twitter wadah orang internal tahan utk edukasi saran aja mas better triggered kayak gin informatif better nanya ai;positive
oh hell nawh edukasi ai alat bantu pikir generate disebarluaskan deh sentil dosen fav yg ingetin krn gw industri kreatif sedih gasih kalo yg terang temp hyphen terang pake ai dunia akademisi;positive
edukasi ciri temp hyphen ciri konten ai dampak rundung hakim ai temp hyphen generated content milik dampak signifikan rundung hakim ruang digital teliti ai deepfake;negative
celah manipulasi minimal temp hyphen tutup celah kunci kombinasi faktor teknologi kuat ai amp blockchain temp hyphen uji regulasi audit independen edukasi;positive
latih literasi digital cari sumber percaya program bus artikel sumber resmi tingkat paham masyarakat upaya kolektif edukasi bijak tutup senjang literasi konteks ai;neutral
integrasi ai ajar evaluasi output ai kritis tangan isu etika privasi data bias algoritma kalang didik literasi ai tingkat upaya edukasi proyeksi;neutral
khawatir privasi bias ai what do indonesians really need from language technology guna ai juta infrastruktur literasi data guna ai indonesia simpul rekomendasi teliti data upaya edukasi;neutral
lu pakai ai bantu lu ngerti market lu pakai chatgpt custom tools ai bantu breakdown market daily latih evaluasi posisi edukasi ala mentor pribadi retail adaptasi mati pelan temp hyphen pelan;positive
gusy moots ku gmn ya edukasi ortu biar egk tipu video ai kasi ak liat sumpah ai bahaya pls butuh cerah;negative
tolong kasih gw link vid edukasi ai gw kirim grup keluarga khawatir ortu gw paman bibi gw makan hoax;negative
coba akses video ai bikin video edukasi rambu temp hyphen lintas kendara creditnya buang bikin meme ya nggak buang sih khan biar bahagia yak biar sehat mental;positive
baca repliesnya bilang edukasi orangtua anak muda tau ai tuju;negative
gen milenial udah yg liat bentuk ai veo butuh banget edukasi tuh orang tua keluarga gaptek hoax bentuk video pake teks aja yg tipu ai gin gambar bicara;neutral
bruhh r u for real hasil edukasi perintah glorifikasi ai batas hak cipta batas etis moral udah gadipeduliin;negative
konten edukasi fokus basic struktural lupa integrasi teknologi alat bantu musuh strategi baik tolak ai didik mahasiswa manfaat cerdas;positive
ya ai pakai bikin video edukasi multibahasa alat heygen dukung bahasa synthesia bahasa otomatis transkripsi terjemah subtitle proses cepat hemat biaya cocok vide;positive
#NAME?;negative
ga si minimalisir guna ai pls bgt nyeremin asli gw suka bete males beli kalo foto makan shopee pake ai oh my isn t authenticity originality part of your selling dokter gw liat pake ai generated pics poster edukasi lohhh;negative
ai penuh butuh teknologi informasi desain grafis dunia edukasi konten tolol hakiki;positive
berita edukasi dampak guna ai seni rame banget manusiawi btw sing aneh bgt noaiforxodiac xodiacstayreal wewantrealxodiac;negative
ai anjirr emg nyokap kudu edukasi ginian;negative
edukasi aja orang ai nggak tiru gera alamiah mulut manusia bicara banget;neutral
kak kalo post ig hao gimana kak kt edukasi kah mmmm gimana ya woozi tuduh make ai sensi bnget ama ai pls;negative
karna rakyat ken edukasi skitar lt tho lebih ken ai;neutral
ai kembang cepat respon logis ya cuman kejar cuman adaptasi edukasi temen temp hyphen temen gelombang ai tinggal tentu selancar renang pasrah tenggelam;neutral
edukasi amp literasi sorry to say guru temp hyphen guru erti ai murid literasi digital minim kurikulum formal bom bro ai crypto web aja tau cuman crypto scam;neutral
kayak kalo emang edukasi bagus hasil bagus liat edukasi langsung ai;neutral
mantap masbro edukasi fakta data dongeng gambar ai pokok gcv yeess;negative
gaskeun edukasi nya kenal film blablabla ai hehee;negative
gen z lahir unggul mampu adaptasi digital amp kreativitas spontan yg nggak ajar training mana gue kenal anak gen z kerja kantor bikin konten edukasi tiktok magang ajar ai prompt amp freelance design;positive
edukasi ai yg edukasi tulis gue amp ibin;positive
hati temp hyphen hati ya temen temp hyphen temen orang tua paham hapenya bantu awas akun temp hyphen akun aman pake verifikasi langkah dll aware ngebedain ai realita edukasi ortu rentan kena berita hoax;neutral
nyata negara temp hyphen negara yg maju cepat adaptasi teknologi ai jepang korea us singapura jerman pake ai efisiensi edukasi otomasi produktivitas orang yg tolak ai bikin indonesia gak maju;positive
textbook guna ai edukasi obral pakai si pakai bodoh malas baca mampu hitung rendah;neutral
sebenernya ai jadi alat ajar edukasi ai salah pas uji nanya ai;positive
next rumah edukasi alam praktik ajar koding ai sekolah;neutral
strategi kena hate comment orang orang yg melek hukum speak up edukasi kalo ai gak hak netizen yg pikir endingnya muncul simpati film boom booming deh;neutral
tangkep si g ga sih wkwkw nyuruh masyarakat indonesia ajar ai ga edukasi regulasi;negative
ai klo dg bantu perihal informasi edukasi harap gw depa ai yg detail detect asli video takutny oknum yg manfaatin teknokogi iklan jud;positive
hi kak thank u kl turut edukasi guna ainya atur publikasi karya ai kl karya rasa lewat batas dipertanggungjawabkan contoh kak rei jaw;neutral
gin lu ngerti sarkasme ga gw jelasin isi sarkasme pakai ai agung temp hyphen agung gibran dampak ai disalahgunakan edukasi ai;negative
ya berkat bantu ai yg gembor kan kalo emang ngasih edukasi guna ai yg ya gausa sok an contohin pake ai donggg;neutral
thread asli edukasi penyalahgunaan ai thread asli;neutral
baca ginian emg bikin ngeri yg blm paham ai gantiin bnyk kerja tenang kasih sdkt harap gitu msh ngejar dikit aja pake tools sm edukasi gratis yg bsa ngebantu;negative
ai jadi damping alat bantu praktisi profesional kalo dependen pas fase edukasi manusia turun mampu analitiknya banding ai kes ai ganti manusia utuh;positive
candu ai susah ajak edukasi pantesan yg bilang ai bikin orang males pikir;negative
ai bantu kerja edukasi serius ai biar ga manusia kayak temen si sender si g si g kawan temp hyphen kawan ajar biar stop konversi foto ai;positive
wkwk sebenernya jg udh jelasin sih kalo gaada jg konten edukasi gambar ai nya dukung pake cr karna muat konten tweetnya salah emg claim hak milik ya ai ai jg but its not that deep to;neutral
istilah udah buzzer gratis bantah amp edukasi non fans nuduh ai tpi mrka sndiri pake ai tuh gmn dah ;negative
cape cape war kpopers normies edukasi plv ai eh kasih kerja ai;negative
perintah neng bikin konten ai edukasi etika gimana masyarakat pakai bijak perintah kasih contoh guna ai tanggung produktif sing viral;negative
turut ai gambar sah temp hyphen sah aja tuju edukasi teknologi cipta bantu manusia visualisasi ide nggak klaim karya buat;positive
gampang hire ilustrator murah coba klo lu danain ngomong doang udh bagus bikin konten edukasi gin tp msih aja org kyk elu knp sih org anti bgt sm ai ribet bgt dah yg gak plagi;positive
gue sih lihat salah lebih ai colok masyarakat mampu akses informasi edukasi cepat bayang aja ai butuh jam temp hyphen jam cari;positive
penasaran sebenernya vlst diikutsertakan collab sampe ga tau featuring nya ai artist kayak capek temp hyphen capek plli ngasih edukasi orang temp hyphen orang kalo ai featuring ai artist;neutral
aja edukasi lembaga perintah stop maka ai kemarin pssi make ai kwkwkwkwk;negative
sumpah dh gmn si edukasi org biar jgn ngehype ai;negative
abis kasih edukasi sks chat ai suruh nyobain sm dosen syaza gebrakannye adeee ajee;negative
yg ai nyindir abang abang udah edukasi ya;negative
bikin video edukasi video layan masyarakat laku susah harga seniman apresiasi ucap saran ai udah bilang gantiin seniman;negative
